candidate_id,category,subcategory,task_summary,skills
C_f63dd31dd2ad35f439fd5ee8,Бухгалтерский учет и аудит,Бухгалтерское обслуживание,,"['ведение учета', 'подготовка отчетности', 'оптимизация налогообложения']"
C_889fca51c608e70abed3c4fe,Бухгалтерские услуги,Дистанционное ведение бухгалтерии,,"['ведение бухгалтерии', 'дистанционные услуги', 'бухгалтерский учет']"
C_143489f447fa64eb0c41af15,Фотография,Портретная съемка,,"['портретная съемка', 'цветокоррекция', 'ретушь', 'подбор локаций']"
C_d85b8e4d43656bd296045fc9,,,"{
  ""category"": ""Мероприятия и шоу-бизнес"",
  ""subcategory"": ""Организация событий"",
  ""skills"": [
    ""огненные шоу"",
    ""фланкировка"",
    ""развлечения"",
    ""пиротехника"",
    ""театральные номера""
  ]",
C_a468decf81b44fd01cad29d6,Дизайн,3D-визуализация,,"['3D-визуализация', 'интерьеры', 'экстерьеры', 'анимация', 'постобработка']"
C_514aa98dfb011980ae9abc6a,Красота и здоровье,Маникюр и педикюр,,"['обучение маникюру', 'работа с гель-лаками', 'подбор материалов и инструментов']"
C_8bb551a4260af067f1621876,Видеопроизводство,Видеография и монтаж,,"['коммерческая видеосъемка', 'монтаж видео', 'создание контента', 'выезд на съемку']"
C_a77c5752fc5308234405cd49,Бухгалтерские услуги,Налоговый учет,,"['заполнение деклараций', 'налоговый учет', 'социальные налоговые вычеты']"
C_e3e6665b22f7fa9ea2c26890,Красота и здоровье,Мастерство депиляции,,"[' depilacja', 'шугаринг', 'теоретическое обучение', 'практическое обучение', 'анатомия кожи']"
C_175e1c4d6e870e3f5cbda422,Дизайн,Упаковочный дизайн,,"['макетирование упаковки', 'иллюстрации', 'пиктограммы', 'развертки упаковки']"
C_2d5d3d69ec2330854701bca2,Бухгалтерские услуги,Налоговый учет,,"['составление налоговых деклараций', 'имущественные вычеты', 'социальные вычеты']"
C_0d0adf41a323386d2b0a5b26,,,"{
  ""category"": ""Фотография"",
  ""subcategory"": ""Событийная съемка"",
  ""skills"": [
    ""фotосъемка событий"",
    ""портретная съемка"",
    ""обработка фотографий"",
    ""семейная съемка"",
    ""свадебная съемка""
  ]",
C_ae301db85edf6cdc29cf8524,IT-технологии,Поддержка пользователей,,"['установка программного обеспечения', 'настройка устройств', 'техническая поддержка']"
